agent_ip,src_ip,dest_ip,src_port,dest_port,proto,bytes_to_server,bytes_to_client,pkts_to_server,pkts_to_client,rule_level,total_bytes,total_packets,avg_packet_size,byte_asymmetry,packet_asymmetry,proto_num,src_ip_num,dest_ip_num,port_diff,log_bytes,log_packets,label,lof_pred,lof_score
10.21.232.55,10.21.232.55,10.24.0.193,35538.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-35485.0,4.890349128221754,0.6931471805599453,0,0,1.0779833654468147
10.21.232.55,10.24.0.193,10.21.232.55,53.0,35538.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,35485.0,5.796057750765372,1.0986122886681096,0,0,1.0986057349355387
10.21.232.55,10.21.232.55,10.24.0.193,56810.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-56757.0,4.890349128221754,0.6931471805599453,0,0,0.9753836043851697
10.21.232.55,10.24.0.193,10.21.232.55,53.0,58910.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,58857.0,5.796057750765372,1.0986122886681096,0,0,0.9644012150156367
10.21.232.55,10.21.232.55,10.24.0.193,49458.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-49405.0,4.890349128221754,0.6931471805599453,0,0,0.9975135245030273
10.21.232.55,10.24.0.193,10.21.232.55,53.0,49458.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,49405.0,5.796057750765372,1.0986122886681096,0,0,1.0376922118916052
10.21.232.55,10.21.232.55,10.24.0.193,51606.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-51553.0,4.890349128221754,0.6931471805599453,0,0,1.0472606932242383
10.21.232.55,10.24.0.193,10.21.232.55,53.0,51606.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,51553.0,5.796057750765372,1.0986122886681096,0,0,1.0027474420697189
10.21.232.55,10.21.236.69,10.21.239.255,53401.0,59870.0,UDP,244,0,1,0,3,244,1,122.0,0.9959183673469388,0.5,2.0,23,33,6469.0,5.501258210544727,0.6931471805599453,0,0,1.0795476438690028
10.21.232.55,10.21.232.55,10.24.0.193,58234.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-58181.0,4.890349128221754,0.6931471805599453,0,0,1.063793781840949
10.21.232.55,10.24.0.193,10.21.232.55,53.0,58234.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,58181.0,5.796057750765372,1.0986122886681096,0,0,1.1160803663507406
10.21.232.55,10.21.232.55,10.24.0.193,43618.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-43565.0,4.890349128221754,0.6931471805599453,0,0,0.9868611651167478
10.21.232.55,10.24.0.193,10.21.232.55,53.0,43618.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,43565.0,5.796057750765372,1.0986122886681096,0,0,0.9783714639157871
10.21.232.55,10.21.236.69,10.21.239.255,50849.0,59870.0,UDP,235,0,1,0,3,235,1,117.5,0.9957627118644068,0.5,2.0,23,33,9021.0,5.4638318050256105,0.6931471805599453,0,0,1.1074410631459315
10.21.232.55,10.21.232.55,10.24.0.193,56587.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-56534.0,4.890349128221754,0.6931471805599453,0,0,0.9761228197767788
10.21.232.55,10.24.0.193,10.21.232.55,53.0,56587.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,56534.0,5.796057750765372,1.0986122886681096,0,0,0.9775241694904493
10.21.232.55,10.21.232.55,10.24.0.193,55161.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-55108.0,4.890349128221754,0.6931471805599453,0,0,1.0507913907304773
10.21.232.55,10.24.0.193,10.21.232.55,53.0,55161.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,55108.0,5.796057750765372,1.0986122886681096,0,0,0.9999496467555368
10.21.232.55,10.21.232.55,10.24.0.193,37956.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-37903.0,4.890349128221754,0.6931471805599453,0,0,0.9700196905988523
10.21.232.55,10.24.0.193,10.21.232.55,53.0,37956.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,37903.0,5.796057750765372,1.0986122886681096,0,0,0.962791247842534
10.21.232.55,10.21.232.55,10.24.0.193,57334.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-57281.0,4.890349128221754,0.6931471805599453,0,0,1.0032946750264546
10.21.232.55,10.24.0.193,10.21.232.55,53.0,57334.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,57281.0,5.796057750765372,1.0986122886681096,0,0,0.9864103078410205
10.21.232.55,10.21.232.55,10.24.0.193,50387.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-50334.0,4.890349128221754,0.6931471805599453,0,0,1.0006544306341272
10.21.232.55,10.24.0.193,10.21.232.55,53.0,50387.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,50334.0,5.796057750765372,1.0986122886681096,0,0,1.0179061223081902
10.21.232.55,10.21.232.55,10.24.0.193,43166.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-43113.0,4.890349128221754,0.6931471805599453,0,0,0.9640546661080982
10.21.232.55,10.24.0.193,10.21.232.55,53.0,43166.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,43113.0,5.796057750765372,1.0986122886681096,0,0,0.9776405565500413
10.21.232.55,10.21.232.55,10.24.0.193,60631.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-60578.0,4.890349128221754,0.6931471805599453,0,0,1.1241955608416963
10.21.232.55,10.24.0.193,10.21.232.55,53.0,60631.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,60578.0,5.796057750765372,1.0986122886681096,0,0,1.0528293102067003
10.21.232.55,10.21.232.55,10.24.0.193,33075.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-33022.0,4.890349128221754,0.6931471805599453,0,0,1.3146853449584108
10.21.232.55,10.24.0.193,10.21.232.55,53.0,51785.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,51732.0,5.796057750765372,1.0986122886681096,0,0,0.9858426025642666
10.21.232.55,10.21.232.55,10.24.0.193,40431.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-40378.0,4.890349128221754,0.6931471805599453,0,0,1.0777363393136947
10.21.232.55,10.24.0.193,10.21.232.55,53.0,34806.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,34753.0,5.796057750765372,1.0986122886681096,0,0,0.9915075217524351
10.21.232.55,10.21.232.55,10.24.0.193,38769.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-38716.0,4.890349128221754,0.6931471805599453,0,0,1.0024378728314023
10.21.232.55,10.24.0.193,10.21.232.55,53.0,38019.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,37966.0,5.796057750765372,1.0986122886681096,0,0,0.9579249004745755
10.21.232.55,10.21.232.55,10.24.0.193,52886.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-52833.0,4.890349128221754,0.6931471805599453,0,0,1.083882521168554
10.21.232.55,10.24.0.193,10.21.232.55,53.0,52886.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,52833.0,5.796057750765372,1.0986122886681096,0,0,1.050572144055409
10.21.232.55,10.21.232.55,10.24.0.193,52023.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-51970.0,4.890349128221754,0.6931471805599453,0,0,0.9788761152111493
10.21.232.55,10.24.0.193,10.21.232.55,53.0,52023.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,51970.0,5.796057750765372,1.0986122886681096,0,0,0.9800562881485764
10.21.232.55,10.21.236.69,10.21.239.255,55031.0,59870.0,UDP,220,0,1,0,3,220,1,110.0,0.995475113122172,0.5,2.0,23,33,4839.0,5.3981627015177525,0.6931471805599453,0,0,0.9772132092670439
10.21.232.55,10.21.232.55,10.24.0.193,43452.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-43399.0,4.890349128221754,0.6931471805599453,0,0,0.977634458077658
10.21.232.55,10.24.0.193,10.21.232.55,53.0,43452.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,43399.0,5.796057750765372,1.0986122886681096,0,0,1.0025094745731562
10.21.232.55,10.21.232.55,10.24.0.193,59254.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-59201.0,4.890349128221754,0.6931471805599453,0,0,0.9297578644418054
10.21.232.55,10.24.0.193,10.21.232.55,53.0,59254.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,59201.0,5.796057750765372,1.0986122886681096,0,0,0.9592836205721751
10.21.232.55,10.21.232.55,10.24.0.193,53322.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-53269.0,4.890349128221754,0.6931471805599453,0,0,1.1066243612829298
10.21.232.55,10.24.0.193,10.21.232.55,53.0,44001.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,43948.0,5.796057750765372,1.0986122886681096,0,0,0.9652915096077228
10.21.232.55,10.21.232.55,10.24.0.193,33650.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-33597.0,4.890349128221754,0.6931471805599453,0,0,1.043810238209349
10.21.232.55,10.24.0.193,10.21.232.55,53.0,33650.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,33597.0,5.796057750765372,1.0986122886681096,0,0,1.0286831205607587
10.21.232.55,10.21.232.55,10.24.0.193,33643.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-33590.0,4.890349128221754,0.6931471805599453,0,0,1.0448131970860268
10.21.232.55,10.24.0.193,10.21.232.55,53.0,42088.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,42035.0,5.796057750765372,1.0986122886681096,0,0,1.042830850902258
10.21.232.55,10.21.232.55,10.24.0.193,43483.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-43430.0,4.890349128221754,0.6931471805599453,0,0,0.975711210786858
10.21.232.55,10.24.0.193,10.21.232.55,53.0,43483.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,43430.0,5.796057750765372,1.0986122886681096,0,0,1.0040910064613047
10.21.232.55,10.21.232.55,10.24.0.193,45266.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-45213.0,4.890349128221754,0.6931471805599453,0,0,1.0309707859930972
10.21.232.55,10.24.0.193,10.21.232.55,53.0,45266.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,45213.0,5.796057750765372,1.0986122886681096,0,0,1.0430088468840135
10.21.232.55,10.21.232.55,10.24.0.193,49732.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-49679.0,4.890349128221754,0.6931471805599453,0,0,0.9895853455944419
10.21.232.55,10.24.0.193,10.21.232.55,53.0,49732.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,49679.0,5.796057750765372,1.0986122886681096,0,0,1.0032770691381219
10.21.232.55,10.21.236.69,10.21.239.255,64949.0,59870.0,UDP,191,0,1,0,3,191,1,95.5,0.9947916666666666,0.5,2.0,23,33,-5079.0,5.2574953720277815,0.6931471805599453,0,0,1.0177669759370087
10.21.232.55,10.21.236.69,10.21.239.255,17500.0,17500.0,UDP,290,0,1,0,3,290,1,145.0,0.9965635738831616,0.5,2.0,23,33,0.0,5.673323267171493,0.6931471805599453,0,1,15.925837807750352
10.21.232.55,10.21.236.69,10.21.239.255,57070.0,59870.0,UDP,220,0,1,0,3,220,1,110.0,0.995475113122172,0.5,2.0,23,33,2800.0,5.3981627015177525,0.6931471805599453,0,0,0.9761251652174563
10.21.232.55,10.21.236.69,10.21.239.255,17500.0,17500.0,UDP,290,0,1,0,3,290,1,145.0,0.9965635738831616,0.5,2.0,23,33,0.0,5.673323267171493,0.6931471805599453,0,1,15.925837807750352
10.21.232.55,10.21.232.55,10.24.0.193,46395.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-46342.0,4.890349128221754,0.6931471805599453,0,0,0.9873119245721942
10.21.232.55,10.24.0.193,10.21.232.55,53.0,44803.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,44750.0,5.796057750765372,1.0986122886681096,0,0,1.0718583134864847
10.21.232.55,10.21.232.55,10.24.0.193,43895.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-43842.0,4.890349128221754,0.6931471805599453,0,0,0.9970382164443224
10.21.232.55,10.24.0.193,10.21.232.55,53.0,43895.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,43842.0,5.796057750765372,1.0986122886681096,0,0,0.9642913732763798
10.21.232.55,10.21.232.55,10.24.0.193,59033.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-58980.0,4.890349128221754,0.6931471805599453,0,0,0.9968592673828699
10.21.232.55,10.24.0.193,10.21.232.55,53.0,59033.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,58980.0,5.796057750765372,1.0986122886681096,0,0,0.9601102559843211
10.21.232.55,10.21.232.55,10.24.0.193,35829.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-35776.0,4.890349128221754,0.6931471805599453,0,0,1.0850331902653327
10.21.232.55,10.24.0.193,10.21.232.55,53.0,35829.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,35776.0,5.796057750765372,1.0986122886681096,0,0,1.1808699807370546
10.21.232.55,10.21.236.69,10.21.239.255,61349.0,59870.0,UDP,200,0,1,0,3,200,1,100.0,0.9950248756218906,0.5,2.0,23,33,-1479.0,5.303304908059076,0.6931471805599453,0,0,0.9700250660229474
10.21.232.55,10.21.232.55,10.24.0.193,47514.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-47461.0,4.890349128221754,0.6931471805599453,0,0,0.9951032808738839
10.21.232.55,10.24.0.193,10.21.232.55,53.0,47514.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,47461.0,5.796057750765372,1.0986122886681096,0,0,0.9694744669409288
10.21.232.55,10.21.236.69,10.21.239.255,63993.0,59870.0,UDP,183,0,1,0,3,183,1,91.5,0.9945652173913044,0.5,2.0,23,33,-4123.0,5.214935757608986,0.6931471805599453,0,0,1.0158981704735042
10.21.232.55,10.21.236.69,10.21.239.255,64371.0,59870.0,UDP,236,0,1,0,3,236,1,118.0,0.9957805907172996,0.5,2.0,23,33,-4501.0,5.468060141135132,0.6931471805599453,0,0,1.1129417833408097
10.21.232.55,10.21.235.23,10.21.239.255,36896.0,137.0,UDP,92,0,1,0,3,92,1,46.0,0.989247311827957,0.5,2.0,22,33,-36759.0,4.532599493153256,0.6931471805599453,0,0,11.599076071218517
10.21.232.55,10.21.232.218,224.0.0.251,5353.0,5353.0,UDP,2762,0,2,0,3,2762,2,920.6666666666666,0.9996380745566412,0.6666666666666666,2.0,13,37,0.0,7.924072324923417,1.0986122886681096,0,0,7.132202712784799
10.21.232.55,10.21.232.55,10.24.0.193,34347.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-34294.0,4.890349128221754,0.6931471805599453,0,0,0.9668505435837543
10.21.232.55,10.24.0.193,10.21.232.55,53.0,34347.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,34294.0,5.796057750765372,1.0986122886681096,0,0,0.9473387027212734
10.21.232.55,10.21.232.55,10.21.232.218,43582.0,631.0,TCP,760,165,5,2,3,925,7,115.625,0.642548596112311,0.375,1.0,17,17,-42951.0,6.83087423464618,2.079441541679836,0,0,1.2950659809563272
10.21.232.55,10.21.232.55,10.24.0.193,42034.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-41981.0,4.890349128221754,0.6931471805599453,0,0,1.0422833597867773
10.21.232.55,10.24.0.193,10.21.232.55,53.0,42034.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,41981.0,5.796057750765372,1.0986122886681096,0,0,1.0483719347562948
10.21.232.55,10.21.232.55,10.21.234.32,54828.0,631.0,TCP,750,301,5,4,3,1051,9,105.1,0.4268060836501901,0.1,1.0,17,28,-54197.0,6.958448393297656,2.302585092994046,0,0,1.0066536308312772
10.21.232.55,10.21.232.55,10.21.232.148,40980.0,631.0,TCP,760,297,5,4,3,1057,9,105.7,0.4376181474480151,0.1,1.0,17,15,-40349.0,6.964135612418245,2.302585092994046,0,0,0.99554897113024
10.21.232.55,10.21.232.55,10.21.229.87,44906.0,631.0,TCP,760,297,5,4,3,1057,9,105.7,0.4376181474480151,0.1,1.0,17,12,-44275.0,6.964135612418245,2.302585092994046,0,0,0.9668185525400718
10.21.232.55,10.21.229.87,10.21.232.55,631.0,44906.0,TCP,2608,107395,33,40,3,110003,73,1486.527027027027,-0.952574451838115,-0.0945945945945946,1.0,9,22,44275.0,11.608272007749775,4.304065093204169,1,0,7.875277675163831
10.21.232.55,10.21.232.55,10.21.228.2,45458.0,631.0,TCP,760,297,5,4,3,1057,9,105.7,0.4376181474480151,0.1,1.0,17,10,-44827.0,6.964135612418245,2.302585092994046,0,0,0.9586429421285467
10.21.232.55,10.21.232.55,10.21.236.119,38642.0,631.0,TCP,754,301,5,4,3,1055,9,105.5,0.4289772727272727,0.1,1.0,17,31,-38011.0,6.962243464266207,2.302585092994046,0,0,0.9816203301560842
10.21.232.55,10.21.232.55,10.21.236.77,39724.0,631.0,TCP,750,301,5,4,3,1051,9,105.1,0.4268060836501901,0.1,1.0,17,32,-39093.0,6.958448393297656,2.302585092994046,0,0,1.000296593101352
10.21.232.55,10.21.232.55,10.21.234.204,41012.0,631.0,TCP,750,301,5,4,3,1051,9,105.1,0.4268060836501901,0.1,1.0,17,26,-40381.0,6.958448393297656,2.302585092994046,0,0,0.9982910927088342
10.21.232.55,10.21.232.55,10.21.234.129,42738.0,631.0,TCP,750,301,5,4,3,1051,9,105.1,0.4268060836501901,0.1,1.0,17,25,-42107.0,6.958448393297656,2.302585092994046,0,0,0.9944456397957102
10.21.232.55,10.21.232.55,10.21.234.211,55866.0,631.0,TCP,1214,3399,9,7,3,4613,16,271.3529411764706,-0.4735587342869528,0.1176470588235294,1.0,17,27,-55235.0,8.4368504387337,2.833213344056216,0,0,3.395612806955998
10.21.232.55,10.21.232.55,10.21.230.66,39212.0,631.0,TCP,750,301,5,4,3,1051,9,105.1,0.4268060836501901,0.1,1.0,17,13,-38581.0,6.958448393297656,2.302585092994046,0,0,0.9907936680465361
10.21.232.55,10.21.232.55,10.21.227.83,58196.0,631.0,TCP,750,301,5,4,3,1051,9,105.1,0.4268060836501901,0.1,1.0,17,6,-57565.0,6.958448393297656,2.302585092994046,0,0,0.9998688581753068
10.21.232.55,10.21.232.55,10.21.232.50,50924.0,631.0,TCP,1011,167,6,2,3,1178,8,130.88888888888889,0.7158608990670059,0.4444444444444444,1.0,17,21,-50293.0,7.072421900537371,2.19722457733622,0,0,1.641863893832975
10.21.232.55,10.21.232.50,10.21.232.55,631.0,50924.0,TCP,1077,2032,7,5,3,3109,12,239.15384615384616,-0.3070739549839228,0.1538461538461538,1.0,16,22,50293.0,8.04237800517328,2.5649493574615367,0,1,65.7183502501044
10.21.232.55,10.21.232.55,10.21.228.18,59312.0,631.0,TCP,750,301,5,4,3,1051,9,105.1,0.4268060836501901,0.1,1.0,17,9,-58681.0,6.958448393297656,2.302585092994046,0,0,1.017185355855533
10.21.232.55,10.21.232.55,10.21.228.18,59312.0,631.0,TCP,11986,391951,169,281,3,403937,450,895.6474501108647,-0.9406517831944506,-0.2483370288248337,1.0,17,9,-58681.0,12.90901667981974,6.111467339502679,1,0,3.442778011127698
10.21.232.55,10.21.232.55,10.21.228.18,59312.0,631.0,TCP,22077,784521,316,550,3,806598,866,930.332179930796,-0.945257804683616,-0.2698961937716263,1.0,17,9,-58681.0,13.600581921648754,6.765038976780541,1,0,4.388057814694575
10.21.232.55,10.21.232.55,10.21.236.102,52540.0,631.0,TCP,750,301,5,4,3,1051,9,105.1,0.4268060836501901,0.1,1.0,17,30,-51909.0,6.958448393297656,2.302585092994046,0,0,1.0187025862304862
10.21.232.55,10.21.232.55,10.24.0.193,49119.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-49066.0,4.890349128221754,0.6931471805599453,0,0,0.984569664318132
10.21.232.55,10.24.0.193,10.21.232.55,53.0,49119.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,49066.0,5.796057750765372,1.0986122886681096,0,0,1.0666687032700382
10.21.232.55,10.21.232.55,10.21.235.200,33884.0,631.0,TCP,750,367,5,5,3,1117,10,101.54545454545456,0.3425760286225403,0.0,1.0,17,29,-33253.0,7.0192966537150445,2.3978952727983707,0,0,0.994318571232677
10.21.232.55,10.21.232.55,10.21.232.238,33006.0,631.0,TCP,750,367,5,5,3,1117,10,101.54545454545456,0.3425760286225403,0.0,1.0,17,18,-32375.0,7.0192966537150445,2.3978952727983707,0,0,1.167366163277833
10.21.232.55,10.21.236.69,10.21.239.255,64113.0,59870.0,UDP,193,0,1,0,3,193,1,96.5,0.9948453608247424,0.5,2.0,23,33,-4243.0,5.267858159063328,0.6931471805599453,0,0,1.017172568929063
10.21.232.55,10.21.236.69,10.21.239.255,64622.0,59870.0,UDP,166,0,1,0,3,166,1,83.0,0.994011976047904,0.5,2.0,23,33,-4752.0,5.117993812416755,0.6931471805599453,0,0,1.1257730554047671
10.21.232.55,10.21.236.69,10.21.239.255,62192.0,59870.0,UDP,253,0,1,0,3,253,1,126.5,0.9960629921259844,0.5,2.0,23,33,-2322.0,5.537334267018537,0.6931471805599453,0,0,1.1078351775686193
10.21.232.55,10.21.232.16,10.21.239.255,52654.0,22222.0,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2.0,10,33,-30432.0,4.262679877041316,0.6931471805599453,0,0,1.610803687663918
10.21.232.55,10.21.232.55,10.24.0.193,34980.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-34927.0,4.890349128221754,0.6931471805599453,0,0,1.0377803769607015
10.21.232.55,10.24.0.193,10.21.232.55,53.0,34980.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,34927.0,5.796057750765372,1.0986122886681096,0,0,1.0393089820901618
10.21.232.55,10.21.232.55,10.21.236.77,59930.0,631.0,TCP,824,301,6,4,3,1125,10,102.27272727272728,0.4644760213143872,0.1818181818181818,1.0,17,32,-59299.0,7.026426808699636,2.3978952727983707,0,0,1.1565122555767582
10.21.232.55,10.21.232.55,10.24.0.193,33365.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-33312.0,4.890349128221754,0.6931471805599453,0,0,1.1712919594688196
10.21.232.55,10.24.0.193,10.21.232.55,53.0,33365.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,33312.0,5.796057750765372,1.0986122886681096,0,0,1.1602043788339882
10.21.232.55,10.21.232.55,10.21.230.66,57438.0,631.0,TCP,750,301,5,4,3,1051,9,105.1,0.4268060836501901,0.1,1.0,17,13,-56807.0,6.958448393297656,2.302585092994046,0,0,0.9946332464939103
10.21.232.55,10.21.232.55,10.21.234.204,35458.0,631.0,TCP,750,301,5,4,3,1051,9,105.1,0.4268060836501901,0.1,1.0,17,26,-34827.0,6.958448393297656,2.302585092994046,0,0,0.9987175415778479
10.21.232.55,10.21.232.55,10.21.234.129,43836.0,631.0,TCP,898,301,7,4,3,1199,11,99.91666666666669,0.4975,0.25,1.0,17,25,-43205.0,7.090076835776092,2.4849066497880004,0,0,1.021395689714752
10.21.232.55,10.21.232.55,10.24.0.193,51032.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-50979.0,4.890349128221754,0.6931471805599453,0,0,1.1140331353474882
10.21.232.55,10.24.0.193,10.21.232.55,53.0,51032.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,50979.0,5.796057750765372,1.0986122886681096,0,0,1.0068853316036313
10.21.232.55,10.21.232.55,10.21.228.18,38662.0,631.0,TCP,824,301,6,4,3,1125,10,102.27272727272728,0.4644760213143872,0.1818181818181818,1.0,17,9,-38031.0,7.026426808699636,2.3978952727983707,0,0,0.9946237752764049
10.21.232.55,10.21.232.55,10.21.228.18,38662.0,631.0,TCP,12324,392281,174,286,3,404605,460,877.6681127982646,-0.9390790052544944,-0.2429501084598698,1.0,17,9,-38031.0,12.910669033067023,6.133398042996649,1,0,3.4234968982595504
10.21.232.55,10.21.232.55,10.21.228.18,38662.0,631.0,TCP,31523,791055,459,649,3,822578,1108,741.7294860234446,-0.9233544741599288,-0.1713255184851217,1.0,17,9,-38031.0,13.620199805641509,7.011213987350367,1,0,5.856829456043196
10.21.232.55,10.21.232.55,10.24.0.193,45249.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-45196.0,4.890349128221754,0.6931471805599453,0,0,1.0309707859930972
10.21.232.55,10.24.0.193,10.21.232.55,53.0,45249.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,45196.0,5.796057750765372,1.0986122886681096,0,0,1.0420974253723219
10.21.232.55,10.21.232.55,10.24.0.193,49619.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-49566.0,4.890349128221754,0.6931471805599453,0,0,0.9881200922066429
